"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Austria","2019","Total","Both Sexes","Bregenz","City proper","Estimate - de jure","Final figure, complete","2019","29762",""
"Austria","2019","Total","Both Sexes","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2019","14637",""
"Austria","2019","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2019","288806",""
"Austria","2019","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2019","132110",""
"Austria","2019","Total","Both Sexes","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2019","100817",""
"Austria","2019","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2019","205726",""
"Austria","2019","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2019","154211",""
"Austria","2019","Total","Both Sexes","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2019","55044",""
"Austria","2019","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2019","1897491",""
"Austria","2019","Total","Male","Bregenz","City proper","Estimate - de jure","Final figure, complete","2019","14460",""
"Austria","2019","Total","Male","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2019","7080",""
"Austria","2019","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2019","142472",""
"Austria","2019","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2019","64622",""
"Austria","2019","Total","Male","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2019","47764",""
"Austria","2019","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2019","99917",""
"Austria","2019","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2019","74006",""
"Austria","2019","Total","Male","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2019","27028",""
"Austria","2019","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2019","925003",""
"Austria","2019","Total","Female","Bregenz","City proper","Estimate - de jure","Final figure, complete","2019","15302",""
"Austria","2019","Total","Female","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2019","7557",""
"Austria","2019","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2019","146334",""
"Austria","2019","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2019","67488",""
"Austria","2019","Total","Female","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2019","53053",""
"Austria","2019","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2019","105809",""
"Austria","2019","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2019","80205",""
"Austria","2019","Total","Female","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2019","28016",""
"Austria","2019","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2019","972488",""
"Austria","2018","Total","Both Sexes","Bregenz","City proper","Estimate - de jure","Final figure, complete","2018","29806",""
"Austria","2018","Total","Both Sexes","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2018","14476",""
"Austria","2018","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2018","286292",""
"Austria","2018","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2018","132493",""
"Austria","2018","Total","Both Sexes","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2018","100369",""
"Austria","2018","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2018","204846",""
"Austria","2018","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2018","153377",""
"Austria","2018","Total","Both Sexes","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2018","54649",""
"Austria","2018","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2018","1888776",""
"Austria","2018","Total","Male","Bregenz","City proper","Estimate - de jure","Final figure, complete","2018","14455",""
"Austria","2018","Total","Male","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2018","7007",""
"Austria","2018","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2018","140952",""
"Austria","2018","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2018","64794",""
"Austria","2018","Total","Male","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2018","47528",""
"Austria","2018","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2018","99289",""
"Austria","2018","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2018","73567",""
"Austria","2018","Total","Male","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2018","26837",""
"Austria","2018","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2018","920765",""
"Austria","2018","Total","Female","Bregenz","City proper","Estimate - de jure","Final figure, complete","2018","15351",""
"Austria","2018","Total","Female","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2018","7469",""
"Austria","2018","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2018","145340",""
"Austria","2018","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2018","67699",""
"Austria","2018","Total","Female","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2018","52841",""
"Austria","2018","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2018","105557",""
"Austria","2018","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2018","79810",""
"Austria","2018","Total","Female","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2018","27812",""
"Austria","2018","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2018","968011",""
"Austria","2017","Total","Both Sexes","Bregenz","City proper","Estimate - de jure","Final figure, complete","2017","29574",""
"Austria","2017","Total","Both Sexes","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2017","14339",""
"Austria","2017","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2017","283869",""
"Austria","2017","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2017","132236",""
"Austria","2017","Total","Both Sexes","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2017","99790",""
"Austria","2017","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2017","203012",""
"Austria","2017","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2017","152367",""
"Austria","2017","Total","Both Sexes","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2017","54213",""
"Austria","2017","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2017","1867582",""
"Austria","2017","Total","Male","Bregenz","City proper","Estimate - de jure","Final figure, complete","2017","14286",""
"Austria","2017","Total","Male","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2017","6975",""
"Austria","2017","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2017","139418",""
"Austria","2017","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2017","64471",""
"Austria","2017","Total","Male","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2017","47217",""
"Austria","2017","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2017","98157",""
"Austria","2017","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2017","73063",""
"Austria","2017","Total","Male","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2017","26569",""
"Austria","2017","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2017","909124",""
"Austria","2017","Total","Female","Bregenz","City proper","Estimate - de jure","Final figure, complete","2017","15288",""
"Austria","2017","Total","Female","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2017","7364",""
"Austria","2017","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2017","144451",""
"Austria","2017","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2017","67765",""
"Austria","2017","Total","Female","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2017","52573",""
"Austria","2017","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2017","104855",""
"Austria","2017","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2017","79304",""
"Austria","2017","Total","Female","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2017","27644",""
"Austria","2017","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2017","958458",""
"Austria","2016","Total","Both Sexes","Bregenz","City proper","Estimate - de jure","Final figure, complete","2016","29153",""
"Austria","2016","Total","Both Sexes","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2016","14226",""
"Austria","2016","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2016","280258",""
"Austria","2016","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2016","131009",""
"Austria","2016","Total","Both Sexes","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2016","99125",""
"Austria","2016","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2016","200839",""
"Austria","2016","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2016","150938",""
"Austria","2016","Total","Both Sexes","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2016","53478",""
"Austria","2016","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2016","1840226",""
"Austria","2016","Total","Male","Bregenz","City proper","Estimate - de jure","Final figure, complete","2016","14121",""
"Austria","2016","Total","Male","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2016","6936",""
"Austria","2016","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2016","137102",""
"Austria","2016","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2016","63763",""
"Austria","2016","Total","Male","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2016","46837",""
"Austria","2016","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2016","96786",""
"Austria","2016","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2016","72124",""
"Austria","2016","Total","Male","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2016","26156",""
"Austria","2016","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2016","893085",""
"Austria","2016","Total","Female","Bregenz","City proper","Estimate - de jure","Final figure, complete","2016","15032",""
"Austria","2016","Total","Female","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2016","7290",""
"Austria","2016","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2016","143156",""
"Austria","2016","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2016","67246",""
"Austria","2016","Total","Female","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2016","52288",""
"Austria","2016","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2016","104053",""
"Austria","2016","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2016","78814",""
"Austria","2016","Total","Female","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2016","27322",""
"Austria","2016","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2016","947141",""
"Austria","2014","Total","Both Sexes","Bregenz","City proper","Estimate - de jure","Final figure, complete","2014","28412",""
"Austria","2014","Total","Both Sexes","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2014","13485",""
"Austria","2014","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2014","269997",""
"Austria","2014","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2014","124579",""
"Austria","2014","Total","Both Sexes","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2014","96640",""
"Austria","2014","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2014","193814",""
"Austria","2014","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2014","146631",""
"Austria","2014","Total","Both Sexes","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2014","52145",""
"Austria","2014","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2014","1766746",""
"Austria","2014","Total","Male","Bregenz","City proper","Estimate - de jure","Final figure, complete","2014","13654",""
"Austria","2014","Total","Male","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2014","6432",""
"Austria","2014","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2014","131145",""
"Austria","2014","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2014","59726",""
"Austria","2014","Total","Male","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2014","45259",""
"Austria","2014","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2014","92693",""
"Austria","2014","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2014","69279",""
"Austria","2014","Total","Male","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2014","25301",""
"Austria","2014","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2014","850596",""
"Austria","2014","Total","Female","Bregenz","City proper","Estimate - de jure","Final figure, complete","2014","14758",""
"Austria","2014","Total","Female","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2014","7053",""
"Austria","2014","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2014","138852",""
"Austria","2014","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2014","64853",""
"Austria","2014","Total","Female","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2014","51381",""
"Austria","2014","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2014","101121",""
"Austria","2014","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2014","77352",""
"Austria","2014","Total","Female","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2014","26844",""
"Austria","2014","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2014","916150",""
"Austria","2013","Total","Both Sexes","Bregenz","City proper","Estimate - de jure","Final figure, complete","2013","28072",""
"Austria","2013","Total","Both Sexes","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2013","13351",""
"Austria","2013","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2013","265778",""
"Austria","2013","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2013","122458",""
"Austria","2013","Total","Both Sexes","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2013","95450",""
"Austria","2013","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2013","191501",""
"Austria","2013","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2013","145871",""
"Austria","2013","Total","Both Sexes","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2013","51926",""
"Austria","2013","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2013","1741246",""
"Austria","2013","Total","Male","Bregenz","City proper","Estimate - de jure","Final figure, complete","2013","13479",""
"Austria","2013","Total","Male","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2013","6385",""
"Austria","2013","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2013","128604",""
"Austria","2013","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2013","58532",""
"Austria","2013","Total","Male","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2013","44634",""
"Austria","2013","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2013","91358",""
"Austria","2013","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2013","68755",""
"Austria","2013","Total","Male","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2013","25148",""
"Austria","2013","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2013","836116",""
"Austria","2013","Total","Female","Bregenz","City proper","Estimate - de jure","Final figure, complete","2013","14593",""
"Austria","2013","Total","Female","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2013","6966",""
"Austria","2013","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2013","137174",""
"Austria","2013","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2013","63926",""
"Austria","2013","Total","Female","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2013","50816",""
"Austria","2013","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2013","100143",""
"Austria","2013","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2013","77116",""
"Austria","2013","Total","Female","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2013","26778",""
"Austria","2013","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2013","905130",""
"Austria","2012","Total","Both Sexes","Bregenz","City proper","Estimate - de jure","Final figure, complete","2012","28007",""
"Austria","2012","Total","Both Sexes","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2012","13165",""
"Austria","2012","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2012","265318",""
"Austria","2012","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2012","121329",""
"Austria","2012","Total","Both Sexes","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2012","94796",""
"Austria","2012","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2012","191107",""
"Austria","2012","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2012","148521",""
"Austria","2012","Total","Both Sexes","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2012","52048",""
"Austria","2012","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2012","1731236",""
"Austria","2012","Total","Male","Bregenz","City proper","Estimate - de jure","Final figure, complete","2012","13431",""
"Austria","2012","Total","Male","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2012","6284",""
"Austria","2012","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2012","128268",""
"Austria","2012","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2012","57934",""
"Austria","2012","Total","Male","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2012","44364",""
"Austria","2012","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2012","91151",""
"Austria","2012","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2012","70264",""
"Austria","2012","Total","Male","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2012","25188",""
"Austria","2012","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2012","830937",""
"Austria","2012","Total","Female","Bregenz","City proper","Estimate - de jure","Final figure, complete","2012","14576",""
"Austria","2012","Total","Female","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2012","6881",""
"Austria","2012","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2012","137050",""
"Austria","2012","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2012","63395",""
"Austria","2012","Total","Female","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2012","50432",""
"Austria","2012","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2012","99956",""
"Austria","2012","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2012","78257",""
"Austria","2012","Total","Female","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2012","26860",""
"Austria","2012","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2012","900299",""
"Austria","2011","Total","Both Sexes","Bregenz","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","27831",""
"Austria","2011","Total","Both Sexes","Bregenz","City proper","Estimate - de jure","Final figure, complete","2011","27784","1"
"Austria","2011","Total","Both Sexes","Eisenstadt","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","13101",""
"Austria","2011","Total","Both Sexes","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2011","12995","1"
"Austria","2011","Total","Both Sexes","Graz","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","261726",""
"Austria","2011","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2011","261540","1"
"Austria","2011","Total","Both Sexes","Innsbruck","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","119617",""
"Austria","2011","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2011","120147","1"
"Austria","2011","Total","Both Sexes","Klagenfurt","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","94483",""
"Austria","2011","Total","Both Sexes","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2011","94303","1"
"Austria","2011","Total","Both Sexes","Linz","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","189889",""
"Austria","2011","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2011","189367","1"
"Austria","2011","Total","Both Sexes","Salzburg","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","145270",""
"Austria","2011","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2011","148078","1"
"Austria","2011","Total","Both Sexes","Sankt Pölten","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","51955",""
"Austria","2011","Total","Both Sexes","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2011","51956","1"
"Austria","2011","Total","Both Sexes","WIEN","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","1714227",""
"Austria","2011","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2011","1714142","1"
"Austria","2011","Total","Male","Bregenz","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","13334",""
"Austria","2011","Total","Male","Bregenz","City proper","Estimate - de jure","Final figure, complete","2011","13360","1"
"Austria","2011","Total","Male","Eisenstadt","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","6245",""
"Austria","2011","Total","Male","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2011","6167","1"
"Austria","2011","Total","Male","Graz","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","126302",""
"Austria","2011","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2011","126097","1"
"Austria","2011","Total","Male","Innsbruck","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","56879",""
"Austria","2011","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2011","57205","1"
"Austria","2011","Total","Male","Klagenfurt","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","44168",""
"Austria","2011","Total","Male","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2011","44104","1"
"Austria","2011","Total","Male","Linz","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","90389",""
"Austria","2011","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2011","89997","1"
"Austria","2011","Total","Male","Salzburg","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","68390",""
"Austria","2011","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2011","69913","1"
"Austria","2011","Total","Male","Sankt Pölten","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","25113",""
"Austria","2011","Total","Male","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2011","25135","1"
"Austria","2011","Total","Male","WIEN","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","821498",""
"Austria","2011","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2011","821605","1"
"Austria","2011","Total","Female","Bregenz","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","14497",""
"Austria","2011","Total","Female","Bregenz","City proper","Estimate - de jure","Final figure, complete","2011","14424","1"
"Austria","2011","Total","Female","Eisenstadt","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","6856",""
"Austria","2011","Total","Female","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2011","6828","1"
"Austria","2011","Total","Female","Graz","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","135424",""
"Austria","2011","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2011","135443","1"
"Austria","2011","Total","Female","Innsbruck","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","62738",""
"Austria","2011","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2011","62942","1"
"Austria","2011","Total","Female","Klagenfurt","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","50315",""
"Austria","2011","Total","Female","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2011","50199","1"
"Austria","2011","Total","Female","Linz","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","99500",""
"Austria","2011","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2011","99370","1"
"Austria","2011","Total","Female","Salzburg","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","76880",""
"Austria","2011","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2011","78165","1"
"Austria","2011","Total","Female","Sankt Pölten","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","26842",""
"Austria","2011","Total","Female","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2011","26821","1"
"Austria","2011","Total","Female","WIEN","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","892729",""
"Austria","2011","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2011","892537","1"
"Austria","2010","Total","Both Sexes","Bregenz","City proper","Estimate - de jure","Final figure, complete","2010","27456","1"
"Austria","2010","Total","Both Sexes","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2010","12856","1"
"Austria","2010","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2010","257328","1"
"Austria","2010","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2010","119249","1"
"Austria","2010","Total","Both Sexes","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2010","93949","1"
"Austria","2010","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2010","189311","1"
"Austria","2010","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2010","147571","1"
"Austria","2010","Total","Both Sexes","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2010","51688","1"
"Austria","2010","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2010","1698822","1"
"Austria","2010","Total","Male","Bregenz","City proper","Estimate - de jure","Final figure, complete","2010","13177","1"
"Austria","2010","Total","Male","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2010","6118","1"
"Austria","2010","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2010","123882","1"
"Austria","2010","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2010","56702","1"
"Austria","2010","Total","Male","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2010","43948","1"
"Austria","2010","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2010","90053","1"
"Austria","2010","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2010","69621","1"
"Austria","2010","Total","Male","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2010","25008","1"
"Austria","2010","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2010","812867","1"
"Austria","2010","Total","Female","Bregenz","City proper","Estimate - de jure","Final figure, complete","2010","14279","1"
"Austria","2010","Total","Female","Eisenstadt","City proper","Estimate - de jure","Final figure, complete","2010","6738","1"
"Austria","2010","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2010","133446","1"
"Austria","2010","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2010","62547","1"
"Austria","2010","Total","Female","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2010","50001","1"
"Austria","2010","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2010","99258","1"
"Austria","2010","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2010","77950","1"
"Austria","2010","Total","Female","Sankt Pölten","City proper","Estimate - de jure","Final figure, complete","2010","26680","1"
"Austria","2010","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2010","885955","1"
"Austria","2009","Total","Both Sexes","Bregenz","City proper","Estimate - de jure","Final figure, complete","2009","27309","1"
