"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"France","2015","Total","Female","Rennes","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","172117",""
"France","2015","Total","Female","Rouen","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","57479.2863322836","1"
"France","2015","Total","Female","Rouen","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","245818",""
"France","2015","Total","Female","Saint-Denis","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","54602.3909107366","1"
"France","2015","Total","Female","Saint-Étienne","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","89980.0050351353","1"
"France","2015","Total","Female","Saint-Étienne","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","195562",""
"France","2015","Total","Female","Strasbourg","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","145578.118396001","1"
"France","2015","Total","Female","Strasbourg","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","241379",""
"France","2015","Total","Female","Toulon","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","88042.5860154505","1"
"France","2015","Total","Female","Toulon","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","298622",""
"France","2015","Total","Female","Toulouse","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","243401.075393512","1"
"France","2015","Total","Female","Toulouse","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","487379",""
"France","2015","Total","Female","Tours","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","73409.2086865392","1"
"France","2015","Total","Female","Tours","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","186651",""
"France","2015","Total","Female","Villeurbanne","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","76373.5398396399","1"
"France","2010","Total","Both Sexes","Aix-en-Provence","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","141438.000000009","1"
"France","2010","Total","Both Sexes","Amiens","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","133448.000000008","1"
"France","2010","Total","Both Sexes","Amiens","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","162717.999999981",""
"France","2010","Total","Both Sexes","Angers","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","147571.000000009","1"
"France","2010","Total","Both Sexes","Angers","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","215887.000000007",""
"France","2010","Total","Both Sexes","Argenteuil","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","103124.999999998","1"
"France","2010","Total","Both Sexes","Besançon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","116913.999999998","1"
"France","2010","Total","Both Sexes","Besançon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","135049.999999987",""
"France","2010","Total","Both Sexes","Bordeaux","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","239156.999999997","1"
"France","2010","Total","Both Sexes","Bordeaux","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","843425.000000088",""
"France","2010","Total","Both Sexes","Boulogne-Billancourt","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","114204.999999996","1"
"France","2010","Total","Both Sexes","Brest","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","141302.999999994","1"
"France","2010","Total","Both Sexes","Brest","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","199852.000000001",""
"France","2010","Total","Both Sexes","Caen","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","108954.000000008","1"
"France","2010","Total","Both Sexes","Caen","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","196743.000000083",""
"France","2010","Total","Both Sexes","Clermont-Ferrand","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","139859.999999994","1"
"France","2010","Total","Both Sexes","Clermont-Ferrand","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","260680.999999872",""
"France","2010","Total","Both Sexes","Dijon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","151211.999999998","1"
"France","2010","Total","Both Sexes","Dijon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","237116.999999959",""
"France","2010","Total","Both Sexes","Grenoble","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","155636.99999999","1"
"France","2010","Total","Both Sexes","Grenoble","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","496951.000000021",""
"France","2010","Total","Both Sexes","Le Havre","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","175497.000000003","1"
"France","2010","Total","Both Sexes","Le Havre","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","241036.999999943",""
"France","2010","Total","Both Sexes","Le Mans","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","142626.000000001","1"
"France","2010","Total","Both Sexes","Le Mans","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","207658.000000012",""
"France","2010","Total","Both Sexes","Lille","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","227559.99999999","1"
"France","2010","Total","Both Sexes","Lille","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","1018355.99999956",""
"France","2010","Total","Both Sexes","Limoges","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","139150.000000003","1"
"France","2010","Total","Both Sexes","Limoges","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","186499.00000004",""
"France","2010","Total","Both Sexes","Lyon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","484343.999999987","1"
"France","2010","Total","Both Sexes","Lyon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","1551108.00000072",""
"France","2010","Total","Both Sexes","Marseille","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","850725.99999995","1"
"France","2010","Total","Both Sexes","Marseille","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","1559789.00000038","9"
"France","2010","Total","Both Sexes","Metz","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","120738.000000008","1"
"France","2010","Total","Both Sexes","Metz","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","288939.999999978",""
"France","2010","Total","Both Sexes","Montpellier","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","257351.000000002","1"
"France","2010","Total","Both Sexes","Montpellier","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","390962.000000226",""
"France","2010","Total","Both Sexes","Montreuil","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","102769.99999999","1"
"France","2010","Total","Both Sexes","Mulhouse","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","109588.000000004","1"
"France","2010","Total","Both Sexes","Mulhouse","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","242352.99999999",""
"France","2010","Total","Both Sexes","Nancy","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","105421.000000002","1"
"France","2010","Total","Both Sexes","Nancy","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","286215.000000077",""
"France","2010","Total","Both Sexes","Nantes","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","284970.00000006","1"
"France","2010","Total","Both Sexes","Nantes","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","591460.999999711",""
"France","2010","Total","Both Sexes","Nice","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","343304.000000023","1"
"France","2010","Total","Both Sexes","Nice","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","941776.999999833",""
"France","2010","Total","Both Sexes","Nîmes","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","142205.000000018","1"
"France","2010","Total","Both Sexes","Nîmes","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","175503.000000015",""
"France","2010","Total","Both Sexes","Orléans","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","114166.999999999","1"
"France","2010","Total","Both Sexes","Orléans","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","269723.999999942",""
"France","2010","Total","Both Sexes","PARIS","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","2243833.00000027","1"
"France","2010","Total","Both Sexes","PARIS","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","10460117.9999847","10"
"France","2010","Total","Both Sexes","Perpignan","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","117418.999999998","1"
"France","2010","Total","Both Sexes","Perpignan","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","190667.999999978",""
"France","2010","Total","Both Sexes","Reims","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","179991.99999999","1"
"France","2010","Total","Both Sexes","Reims","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","208638.999999976",""
"France","2010","Total","Both Sexes","Rennes","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","207177.99999998","1"
"France","2010","Total","Both Sexes","Rennes","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","310672.000000002",""
"France","2010","Total","Both Sexes","Rouen","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","110933","1"
"France","2010","Total","Both Sexes","Rouen","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","463747.999999893",""
"France","2010","Total","Both Sexes","Saint-Denis","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","106785.000000008","1"
"France","2010","Total","Both Sexes","Saint-Étienne","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","171259.999999993","1"
"France","2010","Total","Both Sexes","Saint-Étienne","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","371281.000000246",""
"France","2010","Total","Both Sexes","Strasbourg","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","271781.999999983","1"
"France","2010","Total","Both Sexes","Strasbourg","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","449930.999999971",""
"France","2010","Total","Both Sexes","Toulon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","164531.999999993","1"
"France","2010","Total","Both Sexes","Toulon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","557801.999999932",""
"France","2010","Total","Both Sexes","Toulouse","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","441801.999999936","1"
"France","2010","Total","Both Sexes","Toulouse","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","879683.000000131",""
"France","2010","Total","Both Sexes","Tours","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","134816.999999995","1"
"France","2010","Total","Both Sexes","Tours","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","346105.000000064",""
"France","2010","Total","Both Sexes","Villeurbanne","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","145149.999999989","1"
"France","2010","Total","Male","Aix-en-Provence","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","65940.3583412723","1"
"France","2010","Total","Male","Amiens","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","63029.8238756714","1"
"France","2010","Total","Male","Amiens","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","77240.5164049239",""
"France","2010","Total","Male","Angers","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","67520.9821776306","1"
"France","2010","Total","Male","Angers","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","100352.719550999",""
"France","2010","Total","Male","Argenteuil","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","50355.8114624715","1"
"France","2010","Total","Male","Besançon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","54937.0325794855","1"
"France","2010","Total","Male","Besançon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","63787.7146543448",""
"France","2010","Total","Male","Bordeaux","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","111451.60393986","1"
"France","2010","Total","Male","Bordeaux","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","400422.65244054",""
"France","2010","Total","Male","Boulogne-Billancourt","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","53037.5411167432","1"
"France","2010","Total","Male","Brest","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","68083.1629474161","1"
"France","2010","Total","Male","Brest","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","96844.9254520316",""
"France","2010","Total","Male","Caen","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","50828.120029208","1"
"France","2010","Total","Male","Caen","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","93131.8665275772",""
"France","2010","Total","Male","Clermont-Ferrand","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","65885.9900537804","1"
"France","2010","Total","Male","Clermont-Ferrand","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","123261.548359441",""
"France","2010","Total","Male","Dijon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","71041.2942494932","1"
"France","2010","Total","Male","Dijon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","112012.860155882",""
"France","2010","Total","Male","Grenoble","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","75557.75536284","1"
"France","2010","Total","Male","Grenoble","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","241872.013133114",""
"France","2010","Total","Male","Le Havre","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","82702.7956835363","1"
"France","2010","Total","Male","Le Havre","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","114634.167198185",""
"France","2010","Total","Male","Le Mans","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","66978.557777577","1"
"France","2010","Total","Male","Le Mans","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","98772.4371869373",""
"France","2010","Total","Male","Lille","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","108256.95905249","1"
"France","2010","Total","Male","Lille","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","486735.674524923",""
"France","2010","Total","Male","Limoges","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","64642.5284099265","1"
"France","2010","Total","Male","Limoges","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","87294.3220492493",""
"France","2010","Total","Male","Lyon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","226203.268099175","1"
"France","2010","Total","Male","Lyon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","741745.180134743",""
"France","2010","Total","Male","Marseille","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","400977.353740013","1"
"France","2010","Total","Male","Marseille","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","741799.027641995","9"
"France","2010","Total","Male","Metz","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","58537.4264472562","1"
"France","2010","Total","Male","Metz","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","140572.98729545",""
"France","2010","Total","Male","Montpellier","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","119967.214727292","1"
"France","2010","Total","Male","Montpellier","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","184811.767877108",""
"France","2010","Total","Male","Montreuil","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","51166.3686752217","1"
"France","2010","Total","Male","Mulhouse","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","52989.1808018289","1"
"France","2010","Total","Male","Mulhouse","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","117380.286860115",""
"France","2010","Total","Male","Nancy","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","49278.3241456704","1"
"France","2010","Total","Male","Nancy","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","135584.761985894",""
"France","2010","Total","Male","Nantes","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","134873.337755732","1"
"France","2010","Total","Male","Nantes","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","282368.344354603",""
"France","2010","Total","Male","Nice","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","159260.100161391","1"
"France","2010","Total","Male","Nice","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","443854.229324368",""
"France","2010","Total","Male","Nîmes","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","66301.5441178728","1"
"France","2010","Total","Male","Nîmes","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","82457.1735517063",""
"France","2010","Total","Male","Orléans","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","54609.0830152889","1"
"France","2010","Total","Male","Orléans","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","130085.049114317",""
"France","2010","Total","Male","PARIS","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","1057233.02914269","1"
"France","2010","Total","Male","PARIS","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","5037278.42998958","10"
"France","2010","Total","Male","Perpignan","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","54430.5136055455","1"
"France","2010","Total","Male","Perpignan","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","89358.2125394085",""
"France","2010","Total","Male","Reims","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","84862.4749601403","1"
"France","2010","Total","Male","Reims","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","98645.2666276739",""
"France","2010","Total","Male","Rennes","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","97793.659341369","1"
"France","2010","Total","Male","Rennes","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","148841.137378993",""
"France","2010","Total","Male","Rouen","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","52383.308586995","1"
"France","2010","Total","Male","Rouen","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","219416.118408997",""
"France","2010","Total","Male","Saint-Denis","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","53786.5106804497","1"
"France","2010","Total","Male","Saint-Étienne","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","80545.072540686","1"
"France","2010","Total","Male","Saint-Étienne","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","176464.202213208",""
"France","2010","Total","Male","Strasbourg","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","128478.33544424","1"
"France","2010","Total","Male","Strasbourg","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","214579.698481346",""
"France","2010","Total","Male","Toulon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","77463.5819610575","1"
"France","2010","Total","Male","Toulon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","264943.737754248",""
"France","2010","Total","Male","Toulouse","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","213198.069778846","1"
"France","2010","Total","Male","Toulouse","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","427943.768644546",""
"France","2010","Total","Male","Tours","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","61896.9452106499","1"
"France","2010","Total","Male","Tours","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","163682.236746369",""
"France","2010","Total","Male","Villeurbanne","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","70376.6993469808","1"
"France","2010","Total","Female","Aix-en-Provence","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","75497.6416587366","1"
"France","2010","Total","Female","Amiens","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","70418.1761243369","1"
"France","2010","Total","Female","Amiens","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","85477.4835950575",""
"France","2010","Total","Female","Angers","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","80050.0178223784","1"
"France","2010","Total","Female","Angers","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","115534.280449008",""
"France","2010","Total","Female","Argenteuil","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","52769.1885375267","1"
"France","2010","Total","Female","Besançon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","61976.9674205125","1"
"France","2010","Total","Female","Besançon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","71262.2853456421",""
"France","2010","Total","Female","Bordeaux","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","127705.396060136","1"
"France","2010","Total","Female","Bordeaux","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","443002.347559549",""
"France","2010","Total","Female","Boulogne-Billancourt","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","61167.458883253","1"
"France","2010","Total","Female","Brest","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","73219.837052578","1"
"France","2010","Total","Female","Brest","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","103007.07454797",""
"France","2010","Total","Female","Caen","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","58125.8799708004","1"
"France","2010","Total","Female","Caen","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","103611.133472506",""
"France","2010","Total","Female","Clermont-Ferrand","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","73974.0099462132","1"
"France","2010","Total","Female","Clermont-Ferrand","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","137419.451640431",""
"France","2010","Total","Female","Dijon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","80170.705750505","1"
"France","2010","Total","Female","Dijon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","125104.139844077",""
"France","2010","Total","Female","Grenoble","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","80079.2446371501","1"
"France","2010","Total","Female","Grenoble","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","255078.986866907",""
"France","2010","Total","Female","Le Havre","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","92794.2043164668","1"
"France","2010","Total","Female","Le Havre","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","126402.832801759",""
"France","2010","Total","Female","Le Mans","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","75647.4422224241","1"
"France","2010","Total","Female","Le Mans","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","108885.562813074",""
"France","2010","Total","Female","Lille","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","119303.0409475","1"
"France","2010","Total","Female","Lille","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","531620.325474641",""
"France","2010","Total","Female","Limoges","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","74507.4715900762","1"
"France","2010","Total","Female","Limoges","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","99204.6779507904",""
"France","2010","Total","Female","Lyon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","258140.731900812","1"
"France","2010","Total","Female","Lyon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","809362.819865975",""
"France","2010","Total","Female","Marseille","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","449748.646259937","1"
"France","2010","Total","Female","Marseille","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","817989.972358388","9"
"France","2010","Total","Female","Metz","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","62200.5735527521","1"
"France","2010","Total","Female","Metz","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","148367.012704528",""
"France","2010","Total","Female","Montpellier","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","137383.78527271","1"
"France","2010","Total","Female","Montpellier","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","206150.232123118",""
"France","2010","Total","Female","Montreuil","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","51603.6313247685","1"
"France","2010","Total","Female","Mulhouse","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","56598.8191981746","1"
"France","2010","Total","Female","Mulhouse","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","124972.713139875",""
"France","2010","Total","Female","Nancy","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","56142.6758543319","1"
"France","2010","Total","Female","Nancy","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","150630.238014183",""
"France","2010","Total","Female","Nantes","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","150096.662244328","1"
"France","2010","Total","Female","Nantes","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","309092.655645107",""
"France","2010","Total","Female","Nice","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","184043.899838632","1"
"France","2010","Total","Female","Nice","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","497922.770675465",""
"France","2010","Total","Female","Nîmes","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","75903.4558821455","1"
"France","2010","Total","Female","Nîmes","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","93045.8264483088",""
"France","2010","Total","Female","Orléans","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","59557.9169847104","1"
"France","2010","Total","Female","Orléans","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","139638.950885625",""
"France","2010","Total","Female","PARIS","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","1186599.97085758","1"
"France","2010","Total","Female","PARIS","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","5422839.56999509","10"
"France","2010","Total","Female","Perpignan","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","62988.4863944525","1"
"France","2010","Total","Female","Perpignan","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","101309.78746057",""
"France","2010","Total","Female","Reims","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","95129.5250398502","1"
"France","2010","Total","Female","Reims","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","109993.733372302",""
"France","2010","Total","Female","Rennes","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","109384.340658611","1"
"France","2010","Total","Female","Rennes","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","161830.862621009",""
"France","2010","Total","Female","Rouen","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","58549.6914130052","1"
"France","2010","Total","Female","Rouen","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","244331.881590896",""
"France","2010","Total","Female","Saint-Denis","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","52998.4893195581","1"
"France","2010","Total","Female","Saint-Étienne","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","90714.9274593074","1"
"France","2010","Total","Female","Saint-Étienne","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","194816.797787038",""
"France","2010","Total","Female","Strasbourg","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","143303.664555743","1"
"France","2010","Total","Female","Strasbourg","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","235351.301518624",""
"France","2010","Total","Female","Toulon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","87068.4180389355","1"
"France","2010","Total","Female","Toulon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","292858.262245684",""
"France","2010","Total","Female","Toulouse","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","228603.93022109","1"
"France","2010","Total","Female","Toulouse","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","451739.231355585",""
"France","2010","Total","Female","Tours","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","72920.0547893451","1"
"France","2010","Total","Female","Tours","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","182422.763253695",""
"France","2010","Total","Female","Villeurbanne","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","74773.3006530082","1"
"France","2009","Total","Both Sexes","Aix-en-Provence","City proper","Estimate - de jure","Final figure, complete","2012","141895","11"
